word,similarity,功能,过程,领域
成功实践,0.2112,合法性,立法,经济
包括,0.2112,规范,执法,国际
伴随,0.2112,规范,执法,国际
中央,0.2111,规范,执法,科技
外化,0.2111,规范,守法,政治
民主监督,0.2111,规范,立法,政治
护航,0.2111,规范,执法,环保
党和国家,0.211,规范,立法,政治
细化,0.2109,规范,立法,环保
栗,0.2109,规范,立法,政治
承担,0.2109,规范,司法,国际
治理,0.2108,秩序,执法,社会
落到实处,0.2108,规范,执法,政治
讲解,0.2108,规范,执法,环保
党政领导,0.2108,规范,执法,政治
身体健康,0.2106,秩序,司法,社会
民主协商,0.2106,合法性,立法,社会
一支,0.2105,规范,执法,科技
繁重,0.2105,秩序,立法,政治
港治澳,0.2104,合法性,守法,经济
文化遗产,0.2103,合法性,立法,科技
认为,0.2103,合法性,司法,经济
清华大学,0.2103,秩序,立法,科技
这方面,0.2102,规范,立法,科技
行稳,0.2102,秩序,守法,经济
行为习惯,0.2102,规范,守法,社会
网信,0.2102,规范,立法,科技
人情,0.2102,规范,守法,政治
充实,0.2102,规范,执法,社会
厘清,0.2101,规范,司法,社会
坚决,0.2101,秩序,执法,政治
会议,0.2101,合法性,立法,经济
一项,0.21,合法性,司法,经济
涉及,0.21,合法性,执法,环保
遵从,0.2099,合法性,守法,国际
主动,0.2099,规范,司法,科技
重中之重,0.2099,规范,立法,科技
创造力,0.2099,合法性,守法,科技
积极性,0.2098,规范,守法,社会
这是,0.2097,规范,执法,国际
照搬,0.2097,合法性,立法,政治
以来,0.2096,秩序,执法,科技
香港特区政府,0.2096,秩序,执法,国际
只,0.2095,规范,司法,环保
政治立场,0.2095,合法性,守法,政治
转变,0.2094,规范,执法,科技
离开,0.2094,合法性,执法,国际
体系化,0.2093,规范,立法,科技
起来,0.2092,规范,执法,社会
优良传统,0.2091,秩序,守法,政治
链条,0.2091,规范,执法,科技
服从,0.2091,合法性,守法,政治
首先,0.209,规范,守法,政治
根基,0.209,秩序,守法,政治
比较,0.209,规范,执法,经济
县,0.2089,规范,执法,环保
缺少,0.2089,规范,执法,科技
看到,0.2089,秩序,执法,环保
高级,0.2089,合法性,执法,国际
不可,0.2089,秩序,执法,社会
有个,0.2088,规范,司法,环保
潜规则,0.2088,规范,守法,政治
论述,0.2088,规范,立法,政治
例外,0.2088,合法性,守法,政治
借鉴,0.2088,合法性,立法,国际
打击,0.2088,秩序,执法,社会
粗暴,0.2088,秩序,执法,政治
依靠人民,0.2087,合法性,守法,社会
命题,0.2087,合法性,立法,科技
部,0.2087,规范,执法,环保
源泉,0.2086,合法性,守法,科技
内部矛盾,0.2086,合法性,立法,社会
快速,0.2086,规范,执法,经济
牺牲,0.2085,秩序,执法,政治
特区,0.2085,合法性,立法,国际
探索,0.2085,规范,司法,科技
结合,0.2085,规范,司法,科技
交易,0.2085,规范,执法,国际
促进,0.2085,规范,司法,经济
主渠道,0.2084,秩序,司法,社会
政协委员,0.2084,规范,立法,社会
养老,0.2084,规范,司法,环保
勤勉,0.2084,规范,守法,政治
触碰,0.2084,规范,守法,环保
内,0.2082,规范,执法,环保
纲,0.2082,合法性,立法,政治
惩恶扬善,0.2082,规范,守法,政治
意识形态,0.2081,合法性,执法,政治
实践证明,0.2081,秩序,司法,社会
前进,0.2081,秩序,立法,政治
课题,0.2081,合法性,立法,科技
放管服,0.2081,规范,执法,经济
多方,0.2081,规范,执法,社会
不相适应,0.2081,规范,立法,科技
不利于,0.2081,规范,执法,社会
巡回,0.208,规范,司法,科技
个别,0.208,合法性,执法,政治
不信法,0.208,合法性,守法,社会
乱,0.2079,规范,执法,环保
件,0.2079,规范,司法,环保
公共服务,0.2079,规范,执法,经济
逐步形成,0.2078,规范,立法,社会
正当,0.2078,秩序,司法,科技
领导班子,0.2078,规范,守法,政治
坚固,0.2078,秩序,司法,政治
积极探索,0.2078,规范,司法,科技
四梁,0.2077,规范,立法,科技
所在,0.2075,合法性,司法,科技
经验,0.2075,规范,立法,经济
广泛开展,0.2075,规范,守法,社会
德法,0.2075,合法性,守法,政治
督促,0.2074,规范,执法,环保
导致,0.2074,合法性,执法,社会
十分,0.2073,规范,立法,国际
从来,0.2073,合法性,执法,政治
拆迁,0.2073,合法性,执法,环保
移植,0.2072,合法性,立法,国际
规律性,0.2072,规范,立法,政治
公然,0.2072,合法性,司法,国际
几十条,0.2071,规范,守法,科技
回应,0.2071,合法性,立法,社会
过,0.2071,规范,执法,经济
前,0.207,秩序,执法,国际
不够,0.207,规范,司法,科技
壁垒,0.207,规范,司法,经济
授课,0.2069,合法性,立法,科技
省政府,0.2068,规范,立法,经济
全局性,0.2068,合法性,立法,政治
廉洁,0.2068,规范,守法,政治
明,0.2067,规范,守法,政治
进一步提高,0.2067,规范,执法,社会
公共卫生,0.2067,合法性,执法,社会
治党,0.2066,规范,守法,政治
任何人,0.2066,合法性,司法,政治
健康成长,0.2066,规范,守法,社会
跟,0.2066,规范,执法,科技
十五大,0.2065,合法性,立法,社会
社会治安,0.2065,秩序,司法,社会
东北,0.2065,规范,立法,科技
长期,0.2064,规范,司法,经济
提问,0.2063,合法性,立法,经济
敬业,0.2063,规范,守法,社会
较大,0.2063,规范,执法,经济
检查,0.2063,规范,执法,环保
间,0.2063,规范,执法,国际
妥善处理,0.2062,秩序,司法,社会
高水平,0.2062,秩序,司法,科技
仲裁,0.2061,合法性,司法,国际
现代,0.2061,规范,守法,科技
修例,0.206,合法性,立法,国际
自觉,0.2059,规范,守法,政治
为民,0.2059,规范,守法,政治
于是,0.2058,合法性,司法,环保
推广,0.2058,规范,立法,环保
辅导,0.2058,规范,司法,科技
大大,0.2058,规范,执法,环保
全面落实,0.2057,规范,执法,政治
除了,0.2057,规范,执法,环保
管党,0.2056,规范,守法,政治
接受,0.2055,合法性,司法,国际
缺失,0.2054,规范,执法,社会
有着,0.2053,秩序,执法,政治
提出,0.2053,合法性,立法,经济
集中,0.2053,规范,执法,环保
针对,0.2052,规范,执法,环保
已有,0.2052,规范,立法,国际
实施方案,0.2052,规范,立法,科技
理想信念,0.2052,合法性,守法,政治
加快,0.2052,规范,执法,科技
关键环节,0.2052,规范,立法,科技
创立,0.2052,规范,守法,科技
里,0.2051,规范,执法,环保
联动,0.205,规范,司法,科技
道德修养,0.205,规范,守法,政治
人类文明,0.2049,秩序,司法,国际
进步,0.2049,秩序,守法,社会
督查,0.2049,规范,执法,环保
西方,0.2048,合法性,守法,国际
努力做到,0.2048,规范,守法,社会
补齐,0.2048,规范,执法,科技
摆在,0.2048,规范,立法,科技
澳门,0.2048,规范,立法,国际
权由,0.2046,规范,守法,环保
国防,0.2046,规范,立法,科技
道德素质,0.2046,规范,守法,社会
并重,0.2046,规范,立法,科技
判决,0.2045,合法性,司法,社会
历程,0.2045,合法性,执法,科技
管住,0.2045,规范,守法,环保
干涉,0.2045,合法性,司法,政治
遭遇,0.2044,秩序,执法,经济
事件,0.2044,合法性,执法,社会
暴徒,0.2044,秩序,执法,社会
安排,0.2044,规范,司法,科技
转化,0.2043,规范,守法,科技
乡土,0.2043,规范,立法,科技
他,0.2043,秩序,执法,国际
抵御,0.2043,合法性,守法,经济
办理,0.2043,规范,司法,国际
服务,0.2042,规范,司法,科技
资源配置,0.2041,规范,司法,科技
整体性,0.2041,合法性,立法,科技
用,0.2041,规范,执法,科技
统领,0.2041,规范,立法,政治
欠薪,0.2041,规范,执法,社会
种业,0.204,规范,司法,科技
隐患,0.204,规范,执法,环保
十九,0.204,规范,司法,政治
减灾,0.204,合法性,执法,环保
很多,0.204,规范,立法,环保
废,0.204,规范,立法,环保
政府,0.2039,合法性,立法,经济
宣传周,0.2039,规范,守法,环保
条件,0.2039,规范,执法,经济
前所未有,0.2039,合法性,执法,经济
整个,0.2038,秩序,立法,环保
一把,0.2038,规范,执法,科技
民族,0.2038,规范,守法,社会
李步,0.2038,合法性,守法,政治
反复,0.2038,合法性,执法,政治
便民服务,0.2038,规范,执法,环保
认同,0.2037,合法性,守法,政治
民智,0.2037,合法性,立法,社会
民政部,0.2037,规范,司法,社会
信息安全,0.2036,规范,司法,环保
石,0.2036,秩序,立法,经济
轻,0.2036,规范,执法,环保
流域,0.2036,规范,执法,环保
丰富,0.2036,规范,立法,经济
自强,0.2035,秩序,守法,科技
尤其,0.2035,秩序,守法,科技
是非,0.2035,合法性,执法,政治
讲,0.2035,规范,守法,政治
扎实,0.2034,规范,守法,政治
并,0.2034,规范,执法,国际
职业化,0.2033,规范,司法,科技
已经,0.2033,合法性,立法,国际
五四,0.2033,秩序,立法,科技
内地,0.2033,秩序,执法,国际
孟建柱,0.2033,规范,司法,政治
官员,0.2033,合法性,执法,国际
中医药,0.2032,规范,立法,科技
沈阳,0.2032,规范,执法,科技
综合,0.2031,规范,执法,科技
以下,0.2031,规范,司法,科技
几个,0.2031,规范,立法,科技
打着,0.2031,秩序,司法,政治
治权,0.203,合法性,守法,政治
学院,0.203,规范,执法,科技
平台,0.203,规范,司法,科技
篇章,0.203,规范,立法,科技
立,0.203,规范,守法,政治
高压线,0.203,规范,守法,环保
政策措施,0.2029,规范,立法,经济
张军,0.2029,秩序,司法,政治
说法,0.2029,合法性,司法,社会
座谈,0.2028,合法性,立法,科技
指示精神,0.2027,规范,立法,政治
知道,0.2027,合法性,守法,环保
推进改革,0.2027,规范,立法,政治
大事,0.2027,秩序,立法,政治
正式,0.2026,规范,立法,国际
研究所,0.2026,秩序,执法,科技
严重破坏,0.2026,秩序,执法,政治
体会,0.2026,秩序,立法,科技
是否,0.2026,合法性,执法,政治
二中,0.2026,合法性,司法,科技
党和法,0.2026,规范,守法,经济
准确,0.2025,规范,司法,科技
润疆,0.2025,规范,守法,科技
重大成就,0.2024,合法性,立法,经济
核心内容,0.2024,合法性,司法,政治
起到,0.2023,规范,守法,环保
打开,0.2023,规范,司法,科技
强盛,0.2022,秩序,守法,科技
明确指出,0.2022,合法性,执法,政治
教育引导,0.2022,规范,守法,政治
更新,0.2022,规范,执法,环保
更具,0.2022,秩序,执法,国际
妇女,0.2022,规范,司法,社会
总体,0.2021,规范,立法,经济
五年,0.2021,规范,立法,经济
无不,0.2021,合法性,司法,政治
多年,0.2021,秩序,执法,经济
对此,0.2021,合法性,立法,经济
整合,0.202,规范,执法,科技
良知,0.202,秩序,司法,社会
果断,0.202,合法性,执法,经济
公务员,0.202,规范,执法,政治
受,0.2019,规范,司法,经济
深厚,0.2019,秩序,执法,政治
经费,0.2019,规范,司法,科技
话语权,0.2019,秩序,立法,国际
改革开放,0.2019,秩序,立法,经济
深入人心,0.2018,秩序,守法,环保
若干,0.2018,规范,司法,科技
兼顾,0.2018,规范,立法,环保
奉,0.2018,合法性,守法,政治
学者,0.2017,合法性,立法,国际
绝不能,0.2017,秩序,守法,政治
周,0.2016,规范,执法,科技
重构,0.2016,秩序,执法,科技
政府部门,0.2016,规范,执法,环保
怎么,0.2016,规范,执法,经济
试点工作,0.2016,规范,执法,社会
疆,0.2016,规范,守法,科技
党政机关,0.2016,规范,司法,政治
中级,0.2015,规范,司法,社会
着力点,0.2015,规范,立法,经济
下午,0.2015,秩序,执法,国际
全党,0.2015,秩序,守法,政治
服务水平,0.2015,规范,执法,科技
党纪国法,0.2015,合法性,守法,政治
财政,0.2015,规范,执法,经济
这部,0.2014,合法性,立法,国际
兴川重,0.2014,规范,守法,环保
清除,0.2014,规范,执法,政治
重要途径,0.2013,规范,守法,社会
未,0.2013,合法性,执法,国际
特权,0.2013,秩序,守法,政治
进入,0.2013,秩序,立法,国际
长期以来,0.2012,秩序,执法,政治
军,0.2012,合法性,司法,科技
黄,0.2012,规范,司法,环保
防,0.2012,规范,执法,环保
步伐,0.2012,秩序,立法,经济
议题,0.2011,合法性,立法,经济
年,0.2011,规范,执法,国际
打牢,0.2011,规范,守法,政治
纵深,0.201,规范,执法,政治
资本,0.201,规范,执法,经济
事实上,0.201,合法性,守法,社会
迫切需要,0.201,规范,立法,社会
拿,0.201,规范,执法,环保
可能,0.201,合法性,司法,经济
主权,0.2009,合法性,司法,国际
争论,0.2009,合法性,立法,政治
讨论,0.2009,合法性,立法,政治
十一个,0.2009,规范,立法,政治
人民,0.2009,秩序,立法,社会
恐怖活动,0.2009,合法性,执法,政治
月,0.2008,规范,执法,国际
由此,0.2007,合法性,司法,社会
尚未,0.2007,合法性,执法,社会
农业,0.2007,规范,执法,科技
斗争,0.2007,合法性,执法,政治
突出,0.2006,规范,执法,政治
科学合理,0.2006,规范,立法,环保
指示,0.2005,规范,立法,政治
完整,0.2005,规范,立法,经济
至关重要,0.2004,秩序,立法,经济
诊所,0.2004,规范,执法,环保
现在,0.2004,规范,执法,环保
规律,0.2003,规范,守法,政治
北京,0.2003,规范,执法,国际
司法腐败,0.2002,规范,司法,政治
重在,0.2001,规范,守法,社会
侵权,0.2001,规范,执法,国际
怎样,0.2,规范,司法,经济
陈,0.2,规范,司法,科技
中央军委,0.1999,规范,司法,政治
启动,0.1999,规范,执法,科技
积淀,0.1999,规范,守法,科技
效果,0.1998,规范,司法,环保
鲜明特点,0.1998,规范,立法,政治
适应,0.1998,规范,立法,科技
二者,0.1998,规范,守法,经济
第五,0.1998,秩序,司法,国际
看来,0.1997,秩序,司法,经济
宏观,0.1997,规范,立法,经济
充分运用,0.1996,规范,司法,社会
学科,0.1995,规范,立法,科技
领会,0.1995,规范,守法,政治
初步,0.1995,规范,司法,科技
人人有责,0.1994,秩序,守法,社会
不好,0.1994,规范,守法,环保
负责同志,0.1993,规范,立法,科技
包含,0.1993,规范,立法,社会
重,0.1992,规范,执法,政治
智慧,0.1992,规范,执法,科技
五中全会,0.1992,规范,立法,科技
我国,0.1992,规范,立法,经济
重新,0.1991,秩序,司法,经济
试行,0.1991,规范,执法,经济
深刻理解,0.1991,规范,守法,政治
课程,0.1991,规范,立法,科技
服务大局,0.1991,规范,司法,政治
扎紧,0.199,规范,执法,政治
应有,0.1989,秩序,守法,社会
思想观念,0.1989,规范,守法,社会
敬畏,0.1989,规范,守法,政治
并非,0.1989,合法性,执法,经济
外部,0.1988,合法性,司法,经济
全国,0.1988,规范,守法,国际
宏观调控,0.1988,规范,立法,经济
公开课,0.1988,规范,守法,国际
帮,0.1987,规范,司法,环保
因为,0.1986,规范,守法,国际
司法独立,0.1986,合法性,司法,政治
同步,0.1985,规范,执法,科技
漏洞,0.1985,规范,执法,政治
联系,0.1985,合法性,司法,政治
进程,0.1985,秩序,立法,经济
布,0.1985,合法性,立法,国际
外国,0.1984,规范,立法,国际
民风,0.1984,规范,守法,经济
涵盖,0.1984,规范,立法,环保
海洋,0.1984,规范,立法,环保
国弱,0.1984,规范,守法,政治
主张,0.1983,秩序,司法,政治
重要,0.1983,规范,立法,经济
统计,0.1983,规范,执法,经济
查办,0.1983,规范,执法,政治
开辟,0.1982,规范,立法,科技
广播,0.1982,规范,执法,国际
窗口,0.1982,规范,司法,国际
正确,0.1981,合法性,守法,政治
沦为,0.1981,合法性,司法,政治
当代,0.1981,秩序,立法,国际
不足以,0.1981,合法性,司法,科技
置于,0.198,合法性,司法,政治
实质,0.198,合法性,立法,政治
明晰,0.198,规范,执法,社会
价值,0.198,规范,司法,社会
亵渎,0.1979,秩序,守法,社会
更要,0.1979,规范,立法,政治
周强,0.1978,规范,司法,经济
证明,0.1978,合法性,执法,国际
有序,0.1978,规范,立法,经济
食品,0.1978,规范,执法,环保
民告官,0.1978,合法性,司法,社会
时代性,0.1977,合法性,立法,政治
上升,0.1977,秩序,司法,经济
理论指导,0.1977,合法性,守法,政治
获取,0.1977,规范,执法,科技
治本,0.1976,规范,守法,政治
危险,0.1976,合法性,执法,政治
全方位,0.1976,规范,司法,社会
京,0.1976,规范,执法,科技
建言献策,0.1976,规范,立法,经济
征程,0.1975,规范,立法,政治
人才队伍,0.1975,规范,守法,科技
根治,0.1975,规范,执法,经济
从严,0.1975,规范,守法,政治
特性,0.1974,规范,立法,科技
四个,0.1974,规范,守法,政治
钱,0.1974,规范,司法,环保
起诉,0.1974,合法性,司法,社会
合力,0.1974,规范,司法,社会
有违,0.1973,合法性,守法,政治
失信,0.1973,规范,守法,社会
金融,0.1973,规范,司法,经济
推向,0.1972,合法性,立法,国际
简单,0.1972,规范,执法,环保
足够,0.1971,合法性,执法,国际
三个,0.197,规范,司法,政治
辉煌,0.197,合法性,守法,科技
大量,0.197,规范,执法,环保
知法犯法,0.1969,合法性,守法,科技
在实践中,0.1969,规范,司法,社会
少数民族,0.1968,规范,立法,国际
依靠,0.1967,合法性,执法,科技
网络平台,0.1967,规范,司法,社会
历史,0.1967,合法性,立法,国际
金融风险,0.1967,规范,司法,经济
安全感,0.1967,秩序,司法,社会
人才培养,0.1966,规范,立法,科技
抓手,0.1965,规范,执法,科技
诈骗,0.1965,规范,司法,社会
取消,0.1965,规范,执法,国际
恪守,0.1965,秩序,司法,政治
紧迫性,0.1965,合法性,立法,政治
对待,0.1965,规范,司法,社会
要于,0.1964,合法性,立法,科技
行径,0.1964,秩序,执法,国际
体现,0.1964,规范,立法,社会
切实增强,0.1964,规范,守法,政治
较,0.1964,规范,执法,经济
传统,0.1964,规范,守法,科技
总结,0.1963,规范,立法,政治
宣讲团,0.1963,合法性,立法,科技
免费,0.1963,规范,守法,环保
艰辛,0.1963,秩序,守法,科技
忽视,0.1963,合法性,执法,社会
规划,0.1962,规范,立法,环保
主要,0.1961,规范,立法,经济
直接,0.1961,规范,立法,经济
议会,0.1961,合法性,立法,国际
虚假,0.1961,规范,司法,政治
提炼,0.1961,规范,立法,政治
速度,0.1961,秩序,执法,国际
山西,0.1961,规范,执法,环保
迫切要求,0.1961,合法性,立法,科技
讲话,0.196,秩序,执法,经济
影响,0.1959,秩序,司法,经济
好,0.1959,秩序,立法,经济
范围,0.1959,规范,执法,经济
全体,0.1958,秩序,守法,社会
改善,0.1958,规范,立法,经济
承认,0.1957,合法性,司法,国际
指挥,0.1956,秩序,执法,科技
活动,0.1956,规范,守法,国际
中学,0.1955,秩序,司法,科技
选举,0.1955,合法性,立法,政治
数字,0.1955,规范,司法,科技
自上而下,0.1954,合法性,立法,政治
长期性,0.1954,合法性,立法,政治
往往,0.1954,规范,立法,科技
可耻,0.1954,秩序,守法,社会
考试,0.1954,规范,执法,政治
结合实际,0.1954,规范,守法,经济
坚持不懈,0.1954,规范,守法,政治
创建,0.1953,规范,守法,环保
中国,0.1952,秩序,立法,国际
来源于,0.1952,合法性,执法,科技
接地,0.1952,合法性,立法,环保
各项任务,0.1952,规范,执法,政治
发放,0.1952,规范,执法,环保
语文,0.1951,规范,执法,科技
一般,0.1951,规范,司法,社会
小学,0.1951,规范,执法,环保
详细,0.1951,规范,执法,科技
近年来,0.1951,规范,执法,科技
征集,0.195,规范,立法,科技
一把手,0.195,规范,执法,政治
生动,0.195,秩序,司法,社会
上层建筑,0.195,合法性,立法,经济
本质,0.195,规范,司法,政治
开,0.1949,规范,立法,科技
真实,0.1948,合法性,司法,社会
遇事,0.1948,规范,守法,政治
航标,0.1948,规范,守法,经济
关键时期,0.1948,秩序,守法,科技
创新,0.1948,规范,守法,科技
治国,0.1947,规范,立法,政治
兴衰,0.1947,合法性,立法,社会
条约,0.1947,合法性,司法,国际
忠于党,0.1946,规范,守法,政治
正当性,0.1946,合法性,立法,社会
一环,0.1946,秩序,司法,科技
软,0.1946,规范,执法,科技
一句,0.1945,规范,守法,政治
积极主动,0.1945,秩序,立法,社会
发改委,0.1945,规范,执法,经济
他人,0.1944,规范,守法,社会
容忍,0.1944,规范,执法,政治
记录,0.1944,规范,执法,社会
不但,0.1944,秩序,守法,环保
头脑,0.1943,合法性,守法,政治
历史唯物主义,0.1943,合法性,守法,政治
会,0.1943,规范,执法,环保
湖北省,0.1943,规范,执法,科技
读本,0.1943,规范,立法,社会
造假,0.1942,规范,执法,政治
严正,0.1942,合法性,执法,社会
议员,0.1941,合法性,立法,国际
历史使命,0.1941,规范,立法,政治
学会,0.194,规范,守法,科技
司法责任制,0.194,规范,司法,科技
市场机制,0.194,规范,守法,社会
坚强有力,0.194,规范,守法,政治
发布会,0.194,规范,执法,国际
长效,0.1939,规范,执法,环保
举措,0.1939,规范,司法,科技
基地,0.1939,规范,守法,科技
秩序,0.1938,秩序,执法,社会
摘编,0.1938,规范,司法,科技
市域,0.1938,规范,立法,经济
权利,0.1938,合法性,司法,社会
重大,0.1937,合法性,立法,科技
守护,0.1937,秩序,执法,环保
分量,0.1937,规范,立法,科技
养成,0.1936,规范,守法,环保
后盾,0.1936,秩序,司法,科技
意识,0.1935,规范,守法,政治
贪腐,0.1935,合法性,执法,政治
来源,0.1935,规范,执法,经济
架构,0.1935,秩序,执法,国际
安全观,0.1935,秩序,守法,政治
武装头脑,0.1934,规范,守法,政治
道理,0.1934,规范,守法,社会
必修课,0.1934,规范,守法,政治
之手,0.1933,规范,守法,科技
同样,0.1933,合法性,司法,国际
国兴,0.1933,规范,守法,科技
担负,0.1933,秩序,执法,政治
不了,0.1933,合法性,司法,经济
虽然,0.1931,规范,执法,环保
发扬民主,0.1931,合法性,立法,政治
风险,0.193,合法性,执法,经济
宝贵,0.193,规范,立法,科技
学校,0.1929,规范,司法,科技
礼治,0.1929,合法性,守法,社会
党和政府,0.1929,秩序,司法,社会
成效,0.1929,规范,执法,经济
主阵地,0.1928,规范,立法,科技
守正,0.1928,规范,守法,科技
理由,0.1928,合法性,执法,国际
空白,0.1928,规范,立法,环保
就地解决,0.1928,合法性,司法,社会
八柱,0.1928,规范,立法,科技
抓起,0.1926,规范,守法,环保
中起,0.1926,规范,守法,科技
实践者,0.1926,秩序,守法,政治
战略规划,0.1925,规范,立法,经济
孙,0.1925,规范,司法,环保
汲取,0.1925,秩序,司法,政治
党和人民,0.1925,规范,守法,政治
阐明,0.1925,合法性,立法,政治
吴爱英,0.1924,合法性,守法,社会
推动,0.1924,规范,司法,经济
企,0.1924,规范,执法,环保
发出,0.1924,秩序,司法,国际
旨在,0.1923,规范,司法,国际
围绕,0.1923,规范,司法,科技
生命力,0.1923,合法性,司法,经济
波澜壮阔,0.1923,秩序,立法,科技
一本,0.1921,规范,立法,环保
门槛,0.1921,规范,执法,环保
允许,0.192,合法性,立法,国际
拍,0.192,合法性,执法,环保
紧密结合,0.192,规范,立法,政治
即使,0.192,合法性,执法,经济
红线,0.192,规范,立法,环保
高效,0.192,规范,执法,环保
行政区,0.1919,合法性,立法,国际
无从谈起,0.1919,秩序,守法,政治
划定,0.1919,规范,执法,环保
多方面,0.1919,规范,司法,社会
走深,0.1918,规范,执法,政治
违法不究,0.1918,规范,守法,环保
日常生活,0.1918,规范,立法,环保
基层,0.1918,规范,司法,社会
特殊,0.1917,秩序,司法,国际
关口,0.1917,合法性,执法,科技
村级,0.1917,规范,执法,环保
阐释,0.1917,规范,立法,政治
操作,0.1917,规范,执法,环保
主席,0.1916,秩序,立法,国际
衔接,0.1916,规范,司法,科技
先导性,0.1916,规范,守法,科技
民事权利,0.1916,合法性,司法,社会
每年,0.1916,规范,执法,环保
讲好,0.1916,规范,司法,国际
一名,0.1915,规范,守法,环保
伟大,0.1915,秩序,守法,政治
设定,0.1915,合法性,立法,环保
解答,0.1915,合法性,司法,科技
主办,0.1914,规范,执法,国际
相伴,0.1914,规范,守法,社会
守,0.1914,规范,守法,政治
社会风气,0.1914,秩序,守法,社会
工商联,0.1914,规范,守法,经济
方方面面,0.1914,规范,守法,社会
便,0.1914,规范,司法,环保
重典,0.1913,规范,守法,政治
发挥,0.1913,规范,司法,经济
资本主义,0.1912,秩序,立法,经济
二要,0.1912,规范,守法,社会
问责,0.1911,规范,执法,政治
司法为民,0.1911,规范,司法,社会
基本权利,0.1911,合法性,守法,社会
反思,0.1911,合法性,立法,政治
道路,0.1911,秩序,执法,经济
深刻领会,0.191,规范,守法,政治
国土,0.191,合法性,执法,环保
助推,0.1909,规范,司法,科技
洋,0.1909,规范,执法,国际
深远,0.1909,合法性,立法,经济
审计,0.1908,规范,执法,环保
清醒,0.1908,合法性,守法,政治
判断,0.1908,合法性,执法,政治
每一项,0.1908,合法性,司法,环保
多种形式,0.1908,规范,立法,科技
多发,0.1908,规范,执法,经济
从小,0.1908,规范,守法,环保
负责人,0.1907,规范,执法,环保
发掘,0.1907,合法性,立法,国际
赵乐际,0.1906,规范,立法,政治
于心,0.1906,规范,守法,政治
借助,0.1906,规范,执法,科技
反腐,0.1906,合法性,执法,政治
局,0.1905,规范,执法,科技
变迁,0.1905,秩序,司法,经济
态度,0.1904,秩序,司法,政治
绝不,0.1904,秩序,守法,政治
战书,0.1903,规范,立法,政治
产权,0.1903,规范,司法,经济
先行,0.1902,规范,立法,科技
全程,0.1902,规范,执法,环保
家长,0.1902,规范,守法,环保
海外,0.1902,规范,立法,国际
底蕴,0.1902,合法性,守法,科技
拆,0.1902,合法性,执法,环保
主心骨,0.1901,合法性,守法,政治
阵地,0.1901,规范,司法,政治
真理,0.1901,合法性,守法,政治
语言,0.1901,规范,司法,科技
途径,0.1901,规范,司法,社会
入手,0.1901,规范,执法,环保
仍然,0.1901,秩序,执法,经济
甘孜,0.1901,规范,司法,科技
独特,0.1901,规范,司法,科技
自身,0.19,规范,司法,政治
信访,0.19,规范,司法,政治
渗透到,0.19,规范,守法,环保
广泛,0.19,合法性,立法,社会
正轨,0.1899,秩序,立法,政治
研究者,0.1899,合法性,立法,科技
新篇章,0.1899,秩序,立法,经济
相继,0.1899,规范,执法,科技
相互配合,0.1899,合法性,司法,科技
不可或缺,0.1899,秩序,守法,科技
执政,0.1898,合法性,守法,政治
协同,0.1898,规范,立法,科技
清正廉洁,0.1898,规范,守法,政治
老人,0.1898,规范,执法,环保
充满活力,0.1898,秩序,守法,社会
国乱,0.1897,规范,守法,政治
不竭,0.1897,合法性,守法,科技
现阶段,0.1896,规范,立法,经济
文化氛围,0.1896,规范,守法,社会
据悉,0.1896,规范,执法,国际
电信,0.1896,规范,司法,环保
商事,0.1895,规范,司法,国际
配套改革,0.1895,规范,司法,科技
腐败,0.1895,规范,执法,政治
追责,0.1894,规范,执法,环保
至上,0.1894,秩序,司法,政治
急需,0.1894,规范,立法,科技
这为,0.1893,规范,司法,经济
停止,0.1893,合法性,执法,国际
数量,0.1893,规范,立法,经济
年代,0.1893,合法性,立法,国际
民生,0.1893,秩序,立法,经济
居,0.1893,合法性,立法,经济
记者,0.1893,规范,执法,国际
之下,0.1892,规范,司法,政治
应用,0.1892,规范,执法,科技
式,0.1892,规范,执法,科技
监测,0.1892,规范,执法,环保
阻碍,0.1891,合法性,司法,经济
欠缺,0.1891,规范,司法,环保
价值观念,0.1891,秩序,守法,政治
不断丰富,0.1891,规范,司法,社会
战线,0.189,规范,守法,政治
日前,0.189,规范,执法,国际
动态,0.189,规范,执法,科技
安康,0.189,规范,执法,环保
安居乐业,0.189,秩序,守法,社会
仍,0.1889,规范,执法,经济
民意,0.1889,合法性,立法,政治
家庭,0.1889,规范,守法,社会
等于,0.1889,规范,司法,经济
文明史,0.1888,合法性,立法,国际
人文环境,0.1888,规范,守法,社会
加入,0.1888,规范,立法,国际
过去,0.1888,秩序,执法,经济
磅礴,0.1888,秩序,守法,政治
重心,0.1887,合法性,立法,科技
军事,0.1887,合法性,执法,政治
服务中心,0.1887,规范,司法,环保
回答,0.1886,合法性,立法,政治
共有,0.1886,规范,司法,国际
充满,0.1886,秩序,司法,科技
州,0.1885,合法性,执法,环保
之间,0.1885,规范,执法,国际
这种,0.1885,合法性,执法,社会
使尊,0.1885,规范,守法,社会
总是,0.1884,秩序,执法,政治
视为,0.1884,合法性,司法,国际
逻辑,0.1884,合法性,守法,政治
村民,0.1884,规范,守法,环保
域外,0.1883,秩序,立法,国际
配置,0.1883,规范,执法,科技
包容,0.1883,秩序,守法,国际
普遍性,0.1882,合法性,司法,社会
